medicines,Disease,symptoms
,LUTAVISHA-PRATHAMADINA-AVASTHAVISESHAH,"mild itching sensation, shifting , indistinctly coloured urticarial patches, indistinct coloured, wheal like skin eruptions, feeling of something pierced by needle, pain"
,LUTAVISHA-DVITIYADINA-AVASTHAVISESHAH,"seat of bite becomes swollen at periphery with depression in the centre, lesion centrally depressed, clinical features more manifest on second day, covered with papules, itching, nodular appearance"
,LUTAVISHA-TRUTIYADINA-AVASTHAVISESHAH,"clinical features of second day, seat of bite becomes swollen at periphery with depression in the centre, lesion centrally depressed, clinical features more manifest on second day, fever, horripilation, reddish circular lesions, like an earthen saucer, various types of pain like pricking sensation etc, bleeding through hair follicles"
,LUTAVISHA-CATURTHADINA-AVASTHAVISESHAH,"severe features, excessive swelling, hotness, breathlessness/difficult breathing, giddiness or dizziness"
,LUTAVISHA-PANCAMADINA-AVASTHAVISESHAH,various disorders of aggravated poison are produced
,LUTAVISHA-SHASHTHADINA-AVASTHAVISESHAH,poison widely spreading completely envelopes all the vital regions
,LUTAVISHA-SAPTAMADINA-AVASTHAVISESHAH,death
,HINAMATRAHARAH,"emaciation, insatiableness, upward movement of vāta, death, impotence, lack of vigour/ energy, affliction of body, affliction of manas/ mind, affliction of buddhi/ intelectul, affliction of sense organs, loss of sāra, loss of wealth/ beauty, eighty types of vāta diseases, constipation"
,ATIMATRAHARAH/AHARATIYOGAH,"syncope/attacks of swooning, diarrhoea, vomiting, thirst, colicky pain in the abdomen, giddiness or dizziness, cramps, yawning, generalised bodyache, dryness of mouth, excess talking/irrelevant speech/incoherent speech, sunken eyes, severe headache, severe pain in cardiac region, contraction of blood vessels, stiffening of vessels, stasis of flow, impairment of agni (digestive power), stiffness in sides of chest, stiffness of back, stiffness in low back, burning sensation, discolouration, insanity, tremors, pain in the pericordial region/ angina pectoris, headache, barborygmus with distention, rigidity/stiffness, fever, feeling of heaviness in the body, impediment of speech/ dysphasia, Spitting/excess expectoration, tastelessness, excessive salivation, exhaustion or tirednes to body / inability to perform physical activities, indigestion, fever with chills, lethargy"
,VIRUDDHANNABOJANAM/VIRUDDHAHARAH,"impotence, blindness, spreading cellulitis/erysipelas, signs of dakōdara, blisters, insanity, fistula in ano, syncope/attacks of swooning, insanity, abdominal distension, choking sensation in throat, clinical features of pāṇḍu, āmaviśa, kilāsaḥ, skin disease, grahaṇī dōṣa, oedema, amlapitta (hyperacidity), fever, cold, catarrh, congenital anamolies in offsprings, death"
,EKASEPAKSHIRAPANAM,"extreme hot, dullness/ frigidity/inactiveness, light in nature, relives vāta in śākha, salty and sour"
,DADHI-MITHYOPAYOGAH,"fever, bleeding disorder, spreading cellulitis/erysipelas, skin diseases, clinical features of pāṇḍu, giddiness or dizziness, severe form of jaundice"
,MADHURARASATIYOGAH,"obesity, moistness/ softness of skin, lethargy, excessive sleep, heaviness, disinclination for food, diminution of agni, fleshy growth in mouth/ face, fleshy growth in throat region, breathlessness/difficult breathing, cough, cold, catarrh, clinical features of alasaka, fever with chills, barborygmus with distention, sweetness in mouth, vomiting, loss of conciousness, loss of voice, glandular swelling in jaw, neck and throat region / goitre, series of nodules in neck region, elephantiasis, swelling in throat, feeling of coating in basti/urinary bladder, feeling of coating in anal region, coating of blood vessels, mucus coating, eye diseases, inflammation of eyes, worms, tumor, excessive urination, diseases of throat, circular elevated patches on body/urticaria, headache, cold, catarrh, fever, diseases of abdomen/ clinical features of udara, Spitting/excess expectoration, complete exhaustion"
,AMLARASATIYOGAH,"tenderness or intolerance to be touched in teeth/ dental hyperasthesia, shutting of eyes, blistering, melting of kapha/ mucous, increases pitta, vitiation of rakta, burning sensation in māṁsa/ inflammation in māṁsa, laxity of body, swelling in thin/ emaciated, swelling in wounded/ exhausted, swelling in thin, swelling in weak, suppuration in wound, suppuration in beaten wounds, suppuration in bitten wounds, suppuration in burnt wounds, suppuration in fracture wounds, suppuration of oedema, suppuration of lesion contaminated with excreta of poisonous animals, suppuration of lesions contaminated with urine of poisonous animals, suppuration of lesion contaminated with poisonus animals, suppuration of bruises, crush injuries, suppuration of cuts, open wounds, suppuration of pierced wounds, suppuration of dislocated lesions, suppuration of elevated wounds, suppuration of crushed wounds, burning sensation in kaṇṭha/ throat, burning sensation in chest, burning sensation in cardiac region, itching, pallor, impaired vision, spreading of wounds, bleeding tendancy, thirst, oedema in emaciated, giddiness or dizziness, errors of refraction/partial blindness, oedema, blisters, fever"
,LAVANARASATIYOGAH,"vitiation of pitta, increase in rakta (quantitative- increase in volume), thirst, syncope/attacks of swooning, hotness/ pyrexia, cracking/ fissuring of skin, suppuration of māṁsa, suppuration of skin diseases/ appearance of skin lesions, augmentation of effect of viṣa, rupturing of swellings, loosening of teeth, teethfall, impotence/loss of sexual vigor, obstruction in the functioning of sense organs, wrinkles, greying of hairs, hair fall/ baldness, signs of raktapitta, amlapitta (hyperacidity), spreading cellulitis/erysipelas, vātarakta, vicharchika, indralupta, itching, wheal like skin eruptions, odema, discolouration, stomatitis, inflammation of eyes, sour belching/eructation, clinical features of kiṭibha, convulsions, agumentation of wounds, augumentation of insanity, loss of physical strength or weakness, diminution of ojas"
,KATURASATIYOGAH,"impotence/loss of sexual vigor, confusion/delirium, fatigue in mind and body, exhaustion or tirednes of body, emaciation, syncope/attacks of swooning, bending of the body, blackouts, giddiness or dizziness, burning sensation in kaṇṭha/ throat, burning sensation in body, loss of physical strength or weakness, thirst, burning sensation of eyes, pricking pain, breaking type of pain, intoxication, dryness in throat, dryness of palate, dryness in lips, burnings sensation, burning sensation, tremors, diminution of semen, contraction of body parts, low backpain, vāta diseases in hands/ pain due to increased vāta, vāta diseases in legs/ pain due to increased vāta, vāta diseases of arms, vāta diseases of sides of chest/ flanks, vāta diseases of back/ severe back pain"
,TIKTARASATIYOGAH,"diminution of dhatu/ emaciation, drying up of rasadhatu, drying up of raktadhatu, drying up of mamsadhatu, drying up of mēdadhatu, drying up of asthi dhatu, drying up of majja dhatu, drying up of śukra dhatu, rough/ hardness in srōtasa/ channels, loss of physical strength or weakness, emaciation, fatigue in mind and body, confusion/delirium, giddiness or dizziness, dryness in mouth, diseases of vāta, stiffness of body parts, torticollis/stiffness of neck, convulsion, facial paralysis, headache, pricking pain, breaking type of pain, cutting type of pain, distaste of mouth, syncope/attacks of swooning, roughness in body"
,KASHAYARASATIYOGAH,"dryness in mouth, pain in the pericordial region/ angina pectoris, abdominal distention, chocked voice, obstruction to flow of srōtas, brownish discolouration, impotence/loss of sexual vigor, early aging, obstuction to flow of vāyu, urinary retention, constipation, obstruction to flow of semen, emaciation, fatigue in mind and body, thirst, stiffness, hemiplegia/ hemiparesis, rigidity, spasmodic contractions /convulsions of body, facial paralysis, precordial pain/cardiac pain, torticollis/stiffness of neck, flickering/ twitching in various parts of body, skin irritation as if application of mustard paste, contractions, convulsion, obstruction to flow of semen, constipation/fullness in the abdomen, constipation"
,NIDRANASAH/ASVAPNAH,"generalised bodyache, heavines of head, yawning, dullness/ frigidity/inactiveness, fatigue in mind and body, giddiness or dizziness, indigestion, drowsiness/lassitude, diseases of vāta"
,AKALASAYANAM,"confusion/delirium, fever, a sensation of being covered with wet clothes, cold, catarrh, headache, oedema, nausea, obstruction in srōtas, diminution of agni (digestive power)"
,DIVASVAPNA-UPADRAVAH,"cough, breathlessness/difficult breathing, cold, catarrh, heaviness of head, generalised bodyache, tastelessness, fever, diminution of agni"
,USHNAJALA-SIRAHSNANAH,"loss of hair strength, loss of eye strength"
,ADHOVATA-VEGAVARODHAH,"retension of faeces, obstruction/retention in passage of urine, retention of vāyu/ flatus, abdominal distension, pain, exhaustion without exertion, vāta diseases of abdomen, colicky pain in the abdomen, feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia, headache, increased respiration/ dysponea, hiccup, cough, cold, catarrh, choking sensation in throat, spread of kapha and pitta, diminution in quantity of stools, elimination of feces through mouth, palpable glandular enlargment in abdomen/ abdominal lump, upward movement of vāta, lacking of sight, loss of digestive power/ agni"
,ASRUVEGARODHAH/BASHPAVEGARODHAH,"cold, catarrh, diseases of eyes, heart diseases, tastelessness, giddiness or dizziness, heaviness of head/ headache, cold, catarrh, torticollis/stiffness of neck, palpable glandular enlargment in abdomen/ abdominal lump"
,CARDIVEGARODHAH,"itching, wheal like skin eruptions, tastelessness, blackish circular patches on face, oedema, clinical features of pāṇḍu, fever, skin disease, nausea, spreading cellulitis/erysipelas, diseases of eyes, itching, cough, breathlessness/difficult breathing"
,JRUMBA-VEGAVARODHAH,"flexion/ bending of body, convulsion, contraction, numbness, tremors, tremor/ shaking, torticollis/stiffness of neck, stiffness of throat region, diseases of head, diseases of vāta, severe form of ear diseases, severe form of mouth diseases, severe form of nose diseases, severe form of eye diseases, headache, impairment of sense organs, facial paralysis"
,KSHAVATHUVEGARODHAH,"torticollis/stiffness of neck, headache, facial paralysis, hemicranial headache (migraine), impairment of sense organs, diseases of head, diseases of eyes, diseases of nose, diseases of ear, feeling of fullness in throat, feeling of fullness in mouth, severe pricking pain in throat, severe pricking pain in mouth, voice resembles the sound, of pigeon, difficult breathing, headache, impairment of sense organs, torticollis/stiffness of neck, facial paralysis"
,MUTRA-VEGARODHAH/MUTRAGRAHA,"pain in basti/ urinary bladder, penile pain, dysuria, severe headache, flexion/ bending of body, distention in groins, drop by drop urination, severe pain in anus, pain in groins, severe pain in scrotum, severe pain in umbilical region, severe headache, Distended basti (bladder), breaking type of pain, breaking type of pain in the body, urolithiasis"
,NIDRAVEGARODHAH,"yawning, generalised bodyache, drowsiness/lassitude, diseases of head, heaviness of eyes, Rigidity/stiffness of the body, heaviness of head, confusion/delirium, lethargy"
,PURISHAVEGARODHAH/PURISHA-GRAHAH,"pain in rectum, headache, supression of flatus, supression of faeces, calf claudication/cramp in the calf muscles, abdominal distension, gurgling sound of the intestines/ barborygmus, colicky pain in the abdomen, cutting type of pain in anus, obstruction/retention to the passage of faeces, upward movement of vāyu, elimination of feces through mouth, cold, catarrh, feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia"
,SRAMASVASA-VEGAVARODHAH,"palpable glandular enlargment in abdomen/ abdominal lump, diseases of heart, unconsciousness/ confusion"
,SUKRAVEGARODHAH,"penile pain, pain in scrotum, generalised bodyache, precordial pain/cardiac pain, obstruction/retention in passage of urine/oliguria, swelling in the bladder, swelling in anus, swelling in the scrotum, pain in bladder, pain in anus, seminal calculi/ precipitated semen as calculus, seminal discharge, swelling of genitals, fever, breaking type of pain in the body, scrotal enlargment, impotence"
,TRUSHNAVEGARODHAH,"dryness in the throat, dryness in mouth, deafness/ hearing impairment, exhaustion/fatigue, exhaustion or tirednes of body, precordial pain/cardiac pain, dryness/wasting/emaciation, unconsciousness/ confusion, giddiness or dizziness, diseases of heart"
,UDGARAGRAHAH,"hiccup, breathlessness/difficult breathing, tastelessness, tremors, choking sensation of heart, chocking sensation in chest, abdominal distension, cough, diseases of vāta"
,KSHUD-VEGARODHAH,"emaciation, weakness, discolouration, generalised bodyache, tastelessness, giddiness or dizziness, drowsiness/lassitude, diminished vision, breaking type of pain in the body, fatigue in mind and body, pain"
,ATIVYAYAMAH/VYAYAMATIYOGAH,"exhaustion/fatigue, exhaustion without exertion, consumption/tuberculosis, thirst, bleeding disorder, a type of dyspnoea, cough, fever, vomiting"
,SNEHANA-AYOGAH,"hard compact stools, dry stools, perplexed vāyu, weak agni (digestive power), harsh/ sharpness in body parts, dryness in body parts"
,SNEHANA-ATIYOGAH,"pallor, heaviness, dullness/ frigidity/inactiveness, unformed stools, drowsiness/lassitude, tastelessness, nausea/provocation of dōṣa, aversion to food, salivation, burning sensation in anus, dysentery, excessive elimination of faeces, clinical features of pāṇḍu, exhaustion or tirednes to body / inability to perform physical activities, nasal discharge, anal discharge, vomiting, syncope/attacks of swooning, thirst, dry eructation, giddiness or dizziness, breathlessness/difficult breathing, cough"
,SNEHANA-MITHYAYOGAH/MITHYASNEHANAM/SNEHANA-VYAPADAH/SNEHAVIBRAMAH,"drowsiness/lassitude, nausea/provocation of dōṣa, barborygmus with distention, fever, rigidity/stiffness, improper perception/ unconciousness, skin diseases, itching, pallor, oedema, haemorrhoids, tastelessness, thirst, obstinate abdominal diseases, diseases due to malfunctioning of grahaṇī, a sensation of being covered with wet clothes, suppression of speech, colicky pain in the abdomen, diseases of āma"
,SVEDANA-APACARAH,"giddiness or dizziness, loss of physical strength or weakness, loss of physical strength or weakness, impairement of sense organs, dullness/ frigidity/inactiveness, stiffness due to āma"
,SVEDANA-ATIYOGAH,"clinical features of pitta prakōpa, syncope/attacks of swooning, flaccid body/ exhaustion, thirst, burning sensation, weak voice, weakness, joint pains, apperance of blisters, clinical features of pitta and rakta prakōpa, confusion/ dizzines, exhaustion without exertion, loss of voice, exhaustion or tirednes to body / inability to perform physical activities, appearance of brownish red circular patches"
,RUKSHANA-ATIYOGAH,"breaking type of pain in small joints, generalised bodyache, cough, dryness of mouth, loss of appetite, tastelessness, thirst, weakness of ears, weakness of eyes, loss of memory/ confusion state of mind, upward movement of vāyu, bradycardia, loss of power of body, loss of agni (digestive power), loss of strength"
,STAMBANA-ATIYOGAH,"blackish appearence, stiffness of the body, upward movement of vāta, rigidity of jaw, bradycardia, non - excretion of faeces"
,AMATISARASANGRAHAH,"stiffness as rod, clinical features of alasaka, abdominal distension, grahaṇī, haemorrhoids, oedema, clinical features of pāṇḍu, plīha (spleenomegaly), skin disease, palpable glandular enlargment in abdomen/ abdominal lump, udara, fever"
,ASUDDHARAKTASTAMBANAM,"choking sensation in throat, pus discharge from the nose, syncope/attacks of swooning, tastelessness, fever, palpable glandular enlargment in abdomen/ abdominal lump, enlargement of plīha (spleenomegaly), barborygmus with distention, a type of skin disease, dysuria, skin diseases, haemorrhoids, erysipelas, loss of complexion, fistula-in-ano, inhibition of the functions of the senses, obstruction in the functioning of sense organs"
,LANGHANA ATIYOGA LAKSHANAM,"breaking type of pain in small joints, generalised bodyache, cough, dryness of mouth, loss of appetite, tastelessness, thirst, weakness of ears, weakness of eyes, loss of memory/ confusion state of mind, upward movement of vāyu, bradycardia, loss of power of body, loss of agni (digestive power), loss of strength, severe emaciation, giddiness or dizziness, cough, loss of unctouness, diminution of agni (digestive power), diminished sleep, diminished vision, loss of hearing, loss of semen, diminution of vitality/body energy/power, loss of appetite, diminution of voice/loss of voice, pain in basti/ urinary bladder region, pain in cardiac region, headache, pain in calf muscles, pain in thighs, pain in sacroiliac region, pain in sides of chest/flanks, excess talking/irrelevant speech/incoherent speech, fatigue in mind and body, vomiting, breaking/splitting type of pain in the bones, constipation, obstruction/retention in the passage of urine"
,BRUMHANA-ATIYOGAH,"obesity, disease consisting of enlargement of the glands of the neck, frequent and excessive micturition, fever, udara, fistula in ano, cough, complete exhaustion, with difficult and scanty, signs of āma, skin diseases"
,VAMANA-AYOGAH,"blister, wheal like skin eruptions, itching, feeling of fullness of the heart, feeling of fullness of srōtasa, heaviness, supression of vomiting, vomits only medicine, itching, circular rashes on skin, spitting, constipation, swelling, hiccup, excessive blackouts, calf claudication/cramp in the calf muscles, itching, fatigue / weakness in thighs, discolouration, salivation, unable to vomit, constipation, fever, tastelessness, abdominal distension, lethargy, colicky pain in the abdomen, cold, catarrh, horripilation, fever with chills"
,VAMANA-ATIYOGAH,"emesis of blood which is frothy and shiny, thirst, confusion/delirium, syncope/attacks of swooning, clinical features of vāta prakōpa, insomnia, loss of physical strength or weakness, vomiting of excessive pitta, loss of orientation, precordial pain/cardiac pain, throat pain, diminution of voice/loss of voice, insanity, feeling, emptiness in head, wasted/ dried up/ emaciated, burning sensation, dryness in the throat, giddiness or dizziness, smoky sensation in heart/percardial region, body pain, numbness, upward movement of vāyu, earache, facial paralysis, impediment of speech/ dysphasia, injured jaw, protrusion of tongue, protruding eyes, loss of agni (digestive power), blackouts, severe form of vāta diseases, death"
,VAMANA-MITHYAYOGAH/AVAMYANAM VAMANAVYAPADAH,"heaviness, nausea/provocation of dōṣa, feeling of fullness of theheart, increase in severity of disease, abdominal distension, cutting type of pain in throat, discharge, stiffness in cardiac region, stiffness of body parts, hematemesis, symptoms like itching etc, rigidity/stiffness, complications, exhaustion without exertion"
,KSHATASYA VAMANAVYAPADAH,excessive haemoptysis due to aggravated injury
,KSHINATISTHULAKRUSABALAVRUDDHADURBALANAMAUSHADHABALASAHATVAT,endangers life due to incapability of tolerating drugs used in emetic therapy
,SRAMARTAMATTAMURCCITANAM NASYAVYAPADAH,endangers life
,KARMABARADHVAHTOPAVASAMAITHUNADHYAYANAVYAYAMACINTAPRASAKTA V,"fear of aggravation of vāyu, haemorrhage or injury to his lungs, haemorrhage or injury to his lungs"
,GARBINYA VAMANAVYAPADAH,"complications of pregnancy, Occurence of serious diseases because of the abortion of immature foetus"
,SUKUMARASYA VAMANAVYAPADAH,haemorrhage through upward and downward tracts
,SAMVRUTAKOSHTHASYA VAMANAVYAPADAH,"erysipelas, rigidity/stiffness, dullness/ frigidity/inactiveness, mental perversion, death"
,URDHVAGARAKTAPITTA VAMANASYA VYAPADAH,"death, excessive bleeding"
,PRASAKTACCARDE VAMANAVYAPADAH,"death, excessive bleeding"
,URDHVAVATASTHAPITANUVASITANAM VAMANAVYAPADAH,excess upward movement of the vāyu
,HRUDROGINA VAMANAVYAPADAH,feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia
,UDAVARTA VAMANASYA VYAPADAH,"severe manifestation of upward movement of vāyu, quicker death of patient"
,MUTRAGHATAPLIHAGULMODARASHTHILASVAROPAGHATARTANAM VAMANAVYAPADAH,"palpable glandular enlargment in abdomen/ abdominal lump, udara, aṣṭhīlā/ hypertrophy of prostate gland, supression of voice, colic pain of acute nature"
,TIMIRA VAMANASYA VYAPADAH,excessive increase of cataract
,SIRAHSANKHAKARNAKSHISULARTANAM VAMANAVYAPADAH,excessive aggravation of pain
,ADHMANAM-VAMANAVYAPAD,"distension in the umblical region, pain in back, pain in sides of chest/flanks, headache, severe obstruction to the passage of breath, severe obstruction to the passage of stool, severe obstruction to the passage of urine, severe obstruction to the passage of flatus"
,PARIKARTIKA-VAMANAVYAPAD,"excruciating sawing pain, accompanied with slimy and bloody discharge"
,PARISRAVAH-VAMANAVYAPAD,"excessive flow of kapha/ salivation, itching, oedema, skin disease, heaviness of body, diminution of agni, diminution of physical strength, a sensation of being covered with wet clothes, tastelessness, pallor"
,HRUDAYOPASARANAM/HRUDAGRAHA VIRECANAVYAPAD,"hiccup, cough, pain in sides of chest/flanks, apathy, salivation, agitation of the eyes, bites his tongue, unconscious, gnashes-grind ones teeth"
,GATRAGRAHA VAMANA VYAPADA,"rigidity/stiffness, shivering/tremors, pricking type of pain, exhaustion or tirednes of body, spasm, pain as churning out"
,JIVADANAM VAMANAVYAPAD,"death due to blood loss, thirst, syncope/attacks of swooning, insanity"
,VIBRAMSA: VAMANAVYAPAD,itching etc
,STAMBAH VAMANA VYAPADA,"retention of vāyu/ flatus, stiffness in anal region, proctalgia, morbid dōṣa get eliminated only in small quantities"
,UPADRAVAH VAMANA VYAPADA,"serious type of stiffness, serious type of pain all over the body, loss of consciousness"
,KLAMAH VAMANA VYAPAD,"mental fatigue associated with drowsiness and heaviness, weakness, exhaustion or tirednes to body / inability to perform physical activities"
,VATASULAVYAPAT,"pain in sides of chest/flanks, pain in back, pain in pelvis, neck pain, pain in marma regions, syncope/attacks of swooning, giddiness or dizziness, intoxication, loss of sensory perception"
,PRAVRUTTAVAMANAM/DATTAVAMANAM,"perspiration, horripilation, distention of abdomen, nausea, salivation"
,VIRECANATIYOGA,"numbness, generalised bodyache, exhaustion without exertion, shivering/tremors, insomnia, debility, feels as entering into darkness, insanity, hiccup, syncope/attacks of swooning, rectal prolapse, excessive elimination of kapha, onset of colicky pain, watery discharge without dōṣa, blood tinged watery discharge, watery discharge resemble fatty meat washing, watery discharge resemble raw meat washing, watery discharge fatty washing, blackish watery discharge, whitish watery discharge, thirst, afflicted with vāta, giddiness or dizziness, protruding eyes"
,VIRECANAYOGA,"Spitting/excess expectoration, precordial discomfort with nausea, feeling of fullness of abdomen, aggravation of kapha and pitta, aggravation of kapha and pitta, abdominal distension, asthenia/ fatigue of calf muscles, fatigue / weakness in thighs, tastelessness, vomiting, not feeling weakness, not feeling lightness in body, drowsiness/lassitude, a sensation of being covered with wet clothes, cold, catarrh, supression of vāyu, diminution of agni (digestive power), heaviness of the body, cold, catarrh, vayu not having normal movement, severe burning sensation, itching, retension of faeces, obstruction/retention in passage of urine, giddiness or dizziness, papules"
,MITHYAVIRECANAM/VIRECANAMITHYAYOGAH/AVIRECYANAM VIRECANAVYAPADAH,"heaviness of body, dysentery, cutting type of pain in anus, abdominal distension, heaviness of head, vayu not moving downwards, increase in severity of disease"
,SUBAGA VIRECANASYA-VYAPADAH,haemorrhage through the upward and downward tracts
,SUKUMARASYA VIRECANAVYAPADAH,haemorrhage through the upward and downward tracts
,KSHATAGUDASYA VIRECANASYA-VYAPADAH,distressing pain in injured anus which may endanger life
,MUKTANALA VIRECANASYA-VYAPADAH,kills person because of excessive prolapse
,ADHOBAGARAKTAPITTINA VIRECANAVYAPAD,kills person because of excessive prolapse
,VILANGHITADURBALENDRIYALPAGNINIRUDHANAM VIRECANAVYAPADAH,incapable of tolerating the effects of purgative medicine
,KAMADIVYAGRAMANASO VIRECANASYA-VYAPADAH,"no defecation, defecation with difficulty, improper expulsion of dōṣa"
,AJIRNINA VIRECANAVYAPADAH,clinical features of āma
,NAVAJVARI VIRECANASYA-VYAPADAH,"immature / undigested dōṣa are not eliminated, aggravation of vāyu"
,MADATYAYITA VIRECANASYA-VYAPADAH,endangers life
,ADHMATASYA VIRECANAVYAPADAH,"serious type of flatulance, death"
,SALYARDITASYA VIRECANAVYAPADAH,vāyu gets localised in the injured part leading to death
,ABIGHATINA VIRECANAVYAPADAH,leads to death
,ATISNIGDHA VIRECANASYA-VYAPAD,excessive purgation
,ATIRUKSHASYA VIRECANAVYAPAD,spasticity of the limbs
,DARUNAKOSHTHASYA VIRECANAVYAPADAH,"pain in the precordium/cardiac region, breaking type of pain in small joints, barborygmus with distention, generalised bodyache, vomiting, syncope/attacks of swooning, exhaustion without exertion, death of the patient"
,VIRECANA/VYAPADAH,"abdominal distension, cutting type of pain in anus, discharge, stiffness in cardiac region, stiffness of body parts, bleeding per rectum, anal prolapse, rigidity/stiffness, complications, exhaustion without exertion"
,ADHMANAM-VIRECANAVYAPAD,"distension in the umblical region, pain in back, pain in sides of chest/flanks, headache, obstruction to the passage of breath, severe obstruction to the passage of stool, severe obstruction to the passage of urine, severe obstruction to the passage of flatus"
,PARIKARTIKA-VIRECANAVYAPAD,"excruciating sawing pain, accompanied with slimy and bloody discharge"
,PARISRAVAH VIRECANAVYAPAD,"less discharge, itching, odema, skin disease, heaviness of body, diminution of agni, diminution of physical strength, a sensation of being covered with wet clothes, tastelessness, pallor"
,HRUDAYOPASARANAM/HRUDAGRAHA VIRECANAVYAPAD,"hiccup, cough, pain in sides of chest/flanks, apathy, salivation, agitation of the eyes, bites his tongue, unconscious, gnashes-grind ones teeth"
,GATRAGRAHA VIRECANA VYAPADA,"rigidity/stiffness, shivering/tremors, pricking type of pain, exhaustion or tirednes of body, spasm, pain as churning out"
,JIVADANAM VIRECANAVYAPAD,"death due to blood loss, thirst, syncope/attacks of swooning, insanity"
,VIBRAMSA: VIRECANAVYAPAD,itching etc
,STAMBAH VIRECANA VYAPADA,"retention of vāyu/ flatus, stiffness in anal region, proctalgia, morbid dōṣa get eliminated only in small quantities"
,UPADRAVAH VIRECANA VYAPADA,"serious type of stiffness, serious type of pain all over the body, loss of consciousness"
,KLAMAH VIRECANA VYAPAD,"mental fatigue associated with drowsiness and heaviness, weakness, exhaustion or tirednes to body / inability to perform physical activities"
,VIBANDHAVYAPAT,"obstruction of flatus, obstruction/retention in the passage of urine, obstruction/retension of faeces, gurgling sound of the intestines/ barborygmus, burning sensation, fever, severe pain"
,SAVASESHAUSHADHA-VYAPAD,"exhaustion without exertion, burning sensation, exhaustion or tirednes to body / inability to perform physical activities, giddiness or dizziness, syncope/attacks of swooning, headache, distress/dicontent/restlessness, loss of physical strength or weakness, Manifestation due to residual drug in therapeutic purgation, thirst, pain in sides of chest/flanks, vomiting, breaking type of pain in small joints, nausea, foul eructation"
,AYOGA BASTI VYAPAD,"heaviness in the gastro intestinal tract, retention of flatus, obstruction/retention in the passage of urine, obstruction/retension of faeces, pain in the umblical region, pain in basti/ urinary bladder region, burning sensation, a feeling as if the heart is adhered with sticky material, oedema in the rectum, itching, nodular swelling, discolouration, tastelessness, weaking of agni"
,ATIYOGA-BASTIVYAPAD,"same as that of ati-yōga of emetic and purgation therapy .i.e.,, thirst, confusion/delirium, syncope/attacks of swooning, clinical features of vāta prakōpa, insomnia, loss of physical strength or weakness, diseases due to diminution of kapha, rakta and pitta, numbness, generalised bodyache, exhaustion without exertion, shivering/tremors, feels as entering into darkness, insanity, hiccup"
,KLAMA-BASTIVYAPAD,"exhaustion without exertion, internal burning sensation, pain in the precordium/cardiac region, confusion/delirium, feeling as if wrapped/cramps, heaviness"
,ADHMANA-BASTIVYAPAD,"abdominal distension, severe form of flatulance as if marma is afflicted, internal burning sensation, heaviness of the gastro intestinal tract, scrotal pain, pain in groins, cardiac pain, wandering character"
,HIKKA-BASTIVYAPAD,hiccup
,HRUTPRAPTI-BASTIVYAPAD,afflicts the heart
,URDHVATA BASTI VYAPAD,syncope/attacks of swooning
,SIRO ARTI BASTI VYAPAD,"stiffness of neck, neck stiffness, vāyu gets struck up in head, vāyu gets struck up in throat, deafness/ hearing impairment, tinnitus, cold, catarrh, agitation of the eyes"
,ANGARTI-BASTIVYAPAD,"pain in the body, cramps, pricking type of pain, breaking type of pain, pulsating sensation, yawning"
,PARIKARTIKA BASTI VYAPAD,"pricking pain in lumbar region, pricking pain in groins, pricking pain inbasti/ urinary bladder, pain in the lower abdomen, constipation, frequent voiding of stool in small quantities"
,PARISRAVA-BASTIVYAPAD,"inflammed anus, exudation of blood and pitta having variegated colour, forceful elimination, continuously results in fainting"
,NIRUHA-ATIYOGAH,"numbness, generalised bodyache, exhaustion without exertion, shivering/tremors, insomnia, debility, feels as entering into darkness, insanity, hiccup, syncope/attacks of swooning, rectal prolapse, excessive elimination of kapha, onset of colicky pain, watery discharge without dōṣa, blood tinged watery discharge, watery discharge resemble fatty meat washing, watery discharge resemble raw meat washing, watery discharge fatty washing, blackish watery discharge, whitish watery discharge, thirst, afflicted with vāta, giddiness or dizziness, protruding eyes"
,NIRUHABASTI-AYOGAH,"headache, pain in the pericordial region/ angina pectoris, pain in anal region, pain in basti/ urinary bladder region, pain in genital region, oedema, cold, catarrh, gripping pain, nausea, retention of vāyu/ flatus, obstruction/retention in passage of urine, breathlessness/difficult breathing, excessive salivation, precordial discomfort with nausea, feeling of fullness of abdomen, aggravation of kapha and pitta, abdominal distension, tastelessness, vomiting, drowsiness/lassitude, a sensation of being covered with wet clothes, diminution of agni (digestive power), heaviness of the body, severe burning sensation, itching, retension of faeces, giddiness or dizziness, papules"
,AJIRNA-ATISNIGDHA-PITASNEHANAM ASTHAPANAVYAPADAH,"clinical features of dūṣyōdara, syncope/attacks of swooning, oedema"
,"UTKLISHTADOSHA, MANDAGNERA ASTHAPANASYA VYAPADAH",severe type of anorexia
,YANAKLANTASYA ASTHAPANASYA VYAPADAH,instantaneous emaciation of the body
,ATIDURBALA-KSHUTARTA-TRUSHNARTA-SRAMARTANAM ASTHAPANAVYAPADAH,instantaneous emaciation of the body
,ATIKRUSASYA ASTHAPANAVYAPADAH,causes more emaciation
,"BUKTABAKTA,PITODAKASYA ASTHAPANASYA VYAPADAH",instantaneous serious ailments
